species	protein	family	evidence	orthogroup
Ochlodes_sylvanus	Ochlodes_sylvanus_15510	UGT	Pfam:PF00201:230-521:cov=0.555	OG0000017
Ochlodes_sylvanus	Ochlodes_sylvanus_15511	UGT	Pfam:PF00201:104-514:cov=0.792	OG0000017
Ochlodes_sylvanus	Ochlodes_sylvanus_15514	UGT	Pfam:PF00201:33-518:cov=0.924	OG0000017
Ochlodes_sylvanus	Ochlodes_sylvanus_15519	UGT	Pfam:PF00201:24-392:cov=0.911	OG0000017
Ochlodes_sylvanus	Ochlodes_sylvanus_15520	UGT	Pfam:PF00201:63-438:cov=0.834	OG0000017
Ochlodes_sylvanus	Ochlodes_sylvanus_15521	UGT	Pfam:PF00201:97-488:cov=0.782	OG0000017
Ochlodes_sylvanus	Ochlodes_sylvanus_15522	UGT	Pfam:PF00201:96-506:cov=0.792	OG0000017
Ochlodes_sylvanus	Ochlodes_sylvanus_15524	UGT	Pfam:PF00201:29-525:cov=0.943	OG0000017
Ochlodes_sylvanus	Ochlodes_sylvanus_1557	CCE	Pfam:PF00135:22-528:cov=0.897	OG0004715
Ochlodes_sylvanus	Ochlodes_sylvanus_15588	ABC_TMD	Pfam:PF00664:26-225:cov=0.385	OG0000642
Ochlodes_sylvanus	Ochlodes_sylvanus_15617	ABC_TMD	Pfam:PF00664:1-189:cov=0.416	OG0000642
Ochlodes_sylvanus	Ochlodes_sylvanus_15618	ABC_TMD	Pfam:PF00664:33-300:cov=0.450	OG0000642
Ochlodes_sylvanus	Ochlodes_sylvanus_15689	Nuclear_receptor_LBD	Pfam:PF00104:205-389:cov=0.457	OG0006579
Ochlodes_sylvanus	Ochlodes_sylvanus_15751	FMO	Pfam:PF00743:27-238:cov=0.466	OG0001389
Ochlodes_sylvanus	Ochlodes_sylvanus_15765	FMO	Pfam:PF00743:36-246:cov=0.463	OG0006768
Ochlodes_sylvanus	Ochlodes_sylvanus_1588	CYP	Pfam:PF00067:12-434:cov=0.924	OG0006950
Ochlodes_sylvanus	Ochlodes_sylvanus_15989	CYP	Pfam:PF00067:56-404:cov=0.797	OG0007408
Ochlodes_sylvanus	Ochlodes_sylvanus_15990	CYP	Pfam:PF00067:65-450:cov=0.814	OG0007408
Ochlodes_sylvanus	Ochlodes_sylvanus_16046	CCE	Pfam:PF00135:29-454:cov=0.936	OG0006528
Ochlodes_sylvanus	Ochlodes_sylvanus_16047	CCE	Pfam:PF00135:4-144:cov=0.887	OG0006528
Ochlodes_sylvanus	Ochlodes_sylvanus_16055	CCE	Pfam:PF00135:24-515:cov=0.913	OG0004633
Ochlodes_sylvanus	Ochlodes_sylvanus_16056	CCE	Pfam:PF00135:24-515:cov=0.911	OG0002524
Ochlodes_sylvanus	Ochlodes_sylvanus_16065	UGT	Pfam:PF00201:103-491:cov=0.770	OG0000238
Ochlodes_sylvanus	Ochlodes_sylvanus_16077	EH	Pfam:PF00561:28-168:cov=0.464	OG0000097
Ochlodes_sylvanus	Ochlodes_sylvanus_16089	EH	Pfam:PF00561:29-160:cov=0.430	OG0000097
Ochlodes_sylvanus	Ochlodes_sylvanus_16098	EH	Pfam:PF00561:13-137:cov=0.433	OG0000097
Ochlodes_sylvanus	Ochlodes_sylvanus_16099	EH	Pfam:PF00561:43-167:cov=0.392	OG0000097
Ochlodes_sylvanus	Ochlodes_sylvanus_1617	CYP	Pfam:PF00067:78-521:cov=0.816	OG0008247
Ochlodes_sylvanus	Ochlodes_sylvanus_16450	Thioredoxin	Pfam:PF00085:33-84:cov=0.505	OG0004998
Ochlodes_sylvanus	Ochlodes_sylvanus_16503	EH	Pfam:PF00561:114-365:cov=0.582	OG0008059
Ochlodes_sylvanus	Ochlodes_sylvanus_16535	CYP	Pfam:PF00067:32-495:cov=0.903	OG0000057
Ochlodes_sylvanus	Ochlodes_sylvanus_16780	ABC_TMD	Pfam:PF00664:101-364:cov=0.515	OG0014071
Ochlodes_sylvanus	Ochlodes_sylvanus_16842	CYP	Pfam:PF00067:35-505:cov=0.916	OG0000040
Ochlodes_sylvanus	Ochlodes_sylvanus_16843	CYP	Pfam:PF00067:35-434:cov=0.903	OG0000040
Ochlodes_sylvanus	Ochlodes_sylvanus_16844	CYP	Pfam:PF00067:33-501:cov=0.920	OG0000040
Ochlodes_sylvanus	Ochlodes_sylvanus_16873	CYP	Pfam:PF00067:58-497:cov=0.871	OG0000040
Ochlodes_sylvanus	Ochlodes_sylvanus_16885	CYP	Pfam:PF00067:57-497:cov=0.873	OG0000040
Ochlodes_sylvanus	Ochlodes_sylvanus_16886	CYP	Pfam:PF00067:5-218:cov=0.549;Pfam:PF00067:220-382:cov=0.418	OG0000040
Ochlodes_sylvanus	Ochlodes_sylvanus_17048	CCE	Pfam:PF00135:48-567:cov=0.887	OG0000308
Ochlodes_sylvanus	Ochlodes_sylvanus_17050	CCE	Pfam:PF00135:44-564:cov=0.903	OG0000308
Ochlodes_sylvanus	Ochlodes_sylvanus_17066	CCE	Pfam:PF00135:44-565:cov=0.903	OG0000308
Ochlodes_sylvanus	Ochlodes_sylvanus_17067	CCE	Pfam:PF00135:38-558:cov=0.906	OG0000308
Ochlodes_sylvanus	Ochlodes_sylvanus_17091	Nuclear_receptor_LBD	Pfam:PF00104:246-442:cov=0.420	OG0000883
Ochlodes_sylvanus	Ochlodes_sylvanus_17094	Nuclear_receptor_LBD	Pfam:PF00104:192-388:cov=0.475	OG0000883
Ochlodes_sylvanus	Ochlodes_sylvanus_17095	Nuclear_receptor_LBD	Pfam:PF00104:209-405:cov=0.456	OG0000883
Ochlodes_sylvanus	Ochlodes_sylvanus_17315	CCE	Pfam:PF00135:36-621:cov=0.653	OG0003355
Ochlodes_sylvanus	Ochlodes_sylvanus_17316	CCE	Pfam:PF00135:36-583:cov=0.637	OG0003355
Ochlodes_sylvanus	Ochlodes_sylvanus_17326	Thioredoxin	Pfam:PF00085:127-211:cov=0.399	OG0006415
Ochlodes_sylvanus	Ochlodes_sylvanus_17342	ABC_NBD	Pfam:PF00005:33-178:cov=0.386	OG0006604
Ochlodes_sylvanus	Ochlodes_sylvanus_17414	SOD_CuZn	Pfam:PF00080:93-224:cov=0.460	OG0004438
Ochlodes_sylvanus	Ochlodes_sylvanus_17415	SOD_CuZn	Pfam:PF00080:62-193:cov=0.516	OG0004438
Ochlodes_sylvanus	Ochlodes_sylvanus_17906	CYP	Pfam:PF00067:10-349:cov=0.909	OG0007322
Ochlodes_sylvanus	Ochlodes_sylvanus_17994	CCE	Pfam:PF00135:28-570:cov=0.711	OG0007344
Ochlodes_sylvanus	Ochlodes_sylvanus_18033	Thioredoxin	Pfam:PF00085:68-148:cov=0.379	OG0006630
Ochlodes_sylvanus	Ochlodes_sylvanus_18055	CCE	Pfam:PF00135:21-495:cov=0.952	OG0020621
Ochlodes_sylvanus	Ochlodes_sylvanus_18084	SOD_CuZn	Pfam:PF00080:13-149:cov=0.884	OG0002102
Ochlodes_sylvanus	Ochlodes_sylvanus_18124	GST_C	Pfam:PF00043:17-81:cov=0.575	OG0003827
Ochlodes_sylvanus	Ochlodes_sylvanus_18299	CCE	Pfam:PF00135:30-484:cov=0.824	OG0015143
Ochlodes_sylvanus	Ochlodes_sylvanus_18430	Nuclear_receptor_LBD	Pfam:PF00104:254-424:cov=0.375	OG0001532
Ochlodes_sylvanus	Ochlodes_sylvanus_18667	CYP	Pfam:PF00067:32-385:cov=0.917	OG0000040
Ochlodes_sylvanus	Ochlodes_sylvanus_1869	SULT	Pfam:PF00685:137-243:cov=0.366	OG0002981
Ochlodes_sylvanus	Ochlodes_sylvanus_18775	CYP	Pfam:PF00067:33-255:cov=0.392;Pfam:PF00067:316-547:cov=0.408	OG0000057
Ochlodes_sylvanus	Ochlodes_sylvanus_18942	CCE	Pfam:PF00135:21-501:cov=0.930	OG0000051
Ochlodes_sylvanus	Ochlodes_sylvanus_18943	CCE	Pfam:PF00135:36-525:cov=0.886	OG0017966
Ochlodes_sylvanus	Ochlodes_sylvanus_18946	CCE	Pfam:PF00135:40-444:cov=0.912	OG0017966
Ochlodes_sylvanus	Ochlodes_sylvanus_18947	CCE	Pfam:PF00135:31-428:cov=0.930	OG0017966
Ochlodes_sylvanus	Ochlodes_sylvanus_18949	CCE	Pfam:PF00135:1-61:cov=0.545	OG0000051
Ochlodes_sylvanus	Ochlodes_sylvanus_18952	CCE	Pfam:PF00135:12-404:cov=0.959	OG0017966
Ochlodes_sylvanus	Ochlodes_sylvanus_19100	CYP	Pfam:PF00067:74-479:cov=0.814	OG0005497
Ochlodes_sylvanus	Ochlodes_sylvanus_19154	CYP	Pfam:PF00067:35-488:cov=0.890	OG0000057
Ochlodes_sylvanus	Ochlodes_sylvanus_19211	CYP	Pfam:PF00067:52-542:cov=0.885	OG0006834
Ochlodes_sylvanus	Ochlodes_sylvanus_19485	CYP	Pfam:PF00067:33-477:cov=0.903	OG0006770
Ochlodes_sylvanus	Ochlodes_sylvanus_19620	CCE	Pfam:PF00135:24-530:cov=0.923	OG0007105
Ochlodes_sylvanus	Ochlodes_sylvanus_19844	CYP	Pfam:PF00067:57-480:cov=0.787	OG0003226
Ochlodes_sylvanus	Ochlodes_sylvanus_19845	CYP	Pfam:PF00067:57-496:cov=0.858	OG0003226
Ochlodes_sylvanus	Ochlodes_sylvanus_2014	bHLH	Pfam:PF00010:41-89:cov=0.458	OG0008613
Ochlodes_sylvanus	Ochlodes_sylvanus_20212	CYP	Pfam:PF00067:51-463:cov=0.845	OG0010973
Ochlodes_sylvanus	Ochlodes_sylvanus_20213	CYP	Pfam:PF00067:146-372:cov=0.582	OG0010973
Ochlodes_sylvanus	Ochlodes_sylvanus_20329	SOD_CuZn	Pfam:PF00080:42-176:cov=0.634	OG0001345
Ochlodes_sylvanus	Ochlodes_sylvanus_20574	CYP	Pfam:PF00067:37-496:cov=0.900	OG0000057
Ochlodes_sylvanus	Ochlodes_sylvanus_20635	CYP	Pfam:PF00067:22-375:cov=0.927	OG0000040
Ochlodes_sylvanus	Ochlodes_sylvanus_20673	CCE	Pfam:PF00135:38-618:cov=0.698	OG0003452
Ochlodes_sylvanus	Ochlodes_sylvanus_20728	CYP	Pfam:PF00067:86-524:cov=0.808	OG0002971
Ochlodes_sylvanus	Ochlodes_sylvanus_20729	CYP	Pfam:PF00067:84-522:cov=0.811	OG0002971
Ochlodes_sylvanus	Ochlodes_sylvanus_21019	Keap1_BTB	Pfam:PF00651:30-86:cov=0.576	OG0002298
Ochlodes_sylvanus	Ochlodes_sylvanus_21020	Keap1_BTB	Pfam:PF00651:22-115:cov=0.734	OG0002298
Ochlodes_sylvanus	Ochlodes_sylvanus_2398	ABC_NBD	Pfam:PF00005:219-361:cov=0.385	OG0000206
Ochlodes_sylvanus	Ochlodes_sylvanus_2519	ABC_NBD	Pfam:PF00005:38-140:cov=0.582	OG0007118
Ochlodes_sylvanus	Ochlodes_sylvanus_3211	CCE	Pfam:PF00135:9-521:cov=0.968	OG0002322
Ochlodes_sylvanus	Ochlodes_sylvanus_3228	Thioredoxin	Pfam:PF00085:78-157:cov=0.398	OG0006031
Ochlodes_sylvanus	Ochlodes_sylvanus_3286	ABC_TMD	Pfam:PF00664:3-179:cov=0.962	OG0000399
Ochlodes_sylvanus	Ochlodes_sylvanus_329	bHLH	Pfam:PF00010:28-76:cov=0.408	OG0007625
Ochlodes_sylvanus	Ochlodes_sylvanus_3365	Keap1_BTB	Pfam:PF00651:20-116:cov=0.406	OG0008713
Ochlodes_sylvanus	Ochlodes_sylvanus_367	CCE	Pfam:PF00135:23-528:cov=0.913	OG0000020
Ochlodes_sylvanus	Ochlodes_sylvanus_3724	CYP	Pfam:PF00067:27-489:cov=0.913	OG0000013
Ochlodes_sylvanus	Ochlodes_sylvanus_3789	Peroxiredoxin	Pfam:PF00578:36-166:cov=0.580	OG0008718
Ochlodes_sylvanus	Ochlodes_sylvanus_3798	CCE	Pfam:PF00135:20-531:cov=0.835	OG0004654
Ochlodes_sylvanus	Ochlodes_sylvanus_382	CCE	Pfam:PF00135:23-528:cov=0.858	OG0000020
Ochlodes_sylvanus	Ochlodes_sylvanus_4040	CCE	Pfam:PF00135:12-529:cov=0.938	OG0002257
Ochlodes_sylvanus	Ochlodes_sylvanus_4041	CCE	Pfam:PF00135:31-548:cov=0.907	OG0002257
Ochlodes_sylvanus	Ochlodes_sylvanus_4042	CCE	Pfam:PF00135:139-618:cov=0.749	OG0002257
Ochlodes_sylvanus	Ochlodes_sylvanus_4054	CCE	Pfam:PF00135:55-646:cov=0.857	OG0004660
Ochlodes_sylvanus	Ochlodes_sylvanus_4055	CCE	Pfam:PF00135:67-605:cov=0.829	OG0004660
Ochlodes_sylvanus	Ochlodes_sylvanus_4230	EH	Pfam:PF00561:136-423:cov=0.623	OG0000119
Ochlodes_sylvanus	Ochlodes_sylvanus_431	CCE	Pfam:PF00135:21-532:cov=0.921	OG0000020
Ochlodes_sylvanus	Ochlodes_sylvanus_4387	CCE	Pfam:PF00135:22-534:cov=0.706	OG0001136
Ochlodes_sylvanus	Ochlodes_sylvanus_4389	CCE	Pfam:PF00135:20-532:cov=0.708	OG0001136
Ochlodes_sylvanus	Ochlodes_sylvanus_4421	CCE	Pfam:PF00135:116-463:cov=0.716	OG0005406
Ochlodes_sylvanus	Ochlodes_sylvanus_4423	CCE	Pfam:PF00135:4-500:cov=0.950	OG0005406
Ochlodes_sylvanus	Ochlodes_sylvanus_445	CCE	Pfam:PF00135:23-524:cov=0.844	OG0000020
Ochlodes_sylvanus	Ochlodes_sylvanus_4566	CYP	Pfam:PF00067:252-495:cov=0.477	OG0002354
Ochlodes_sylvanus	Ochlodes_sylvanus_4670	UGT	Pfam:PF00201:54-545:cov=0.891	OG0001029
Ochlodes_sylvanus	Ochlodes_sylvanus_4671	UGT	Pfam:PF00201:28-517:cov=0.935	OG0001029
Ochlodes_sylvanus	Ochlodes_sylvanus_4971	bHLH	Pfam:PF00010:27-83:cov=0.356	OG0009197
Ochlodes_sylvanus	Ochlodes_sylvanus_4972	bHLH	Pfam:PF00010:34-81:cov=0.490	OG0009197
Ochlodes_sylvanus	Ochlodes_sylvanus_51	CCE	Pfam:PF00135:26-528:cov=0.920	OG0000051
Ochlodes_sylvanus	Ochlodes_sylvanus_516	CCE	Pfam:PF00135:28-537:cov=0.909	OG0000020
Ochlodes_sylvanus	Ochlodes_sylvanus_52	CCE	Pfam:PF00135:53-511:cov=0.895	OG0000051
Ochlodes_sylvanus	Ochlodes_sylvanus_5284	CCE	Pfam:PF00135:114-636:cov=0.782	OG0006796
Ochlodes_sylvanus	Ochlodes_sylvanus_5285	CCE	Pfam:PF00135:114-636:cov=0.759	OG0006796
Ochlodes_sylvanus	Ochlodes_sylvanus_5341	CCE	Pfam:PF00135:78-618:cov=0.773	OG0002708
Ochlodes_sylvanus	Ochlodes_sylvanus_5342	CCE	Pfam:PF00135:47-590:cov=0.757	OG0002708
Ochlodes_sylvanus	Ochlodes_sylvanus_542	ABC_TMD	Pfam:PF00664:104-332:cov=0.462	OG0000116
Ochlodes_sylvanus	Ochlodes_sylvanus_594	CCE	Pfam:PF00135:28-537:cov=0.909	OG0000020
Ochlodes_sylvanus	Ochlodes_sylvanus_6041	CYP	Pfam:PF00067:70-516:cov=0.855	OG0007273
Ochlodes_sylvanus	Ochlodes_sylvanus_6144	ABC_TMD	Pfam:PF00664:27-284:cov=0.390	OG0000116
Ochlodes_sylvanus	Ochlodes_sylvanus_6146	ABC_TMD	Pfam:PF00664:3-216:cov=0.410	OG0003757
Ochlodes_sylvanus	Ochlodes_sylvanus_6248	UGT	Pfam:PF00201:65-325:cov=0.791	OG0000005
Ochlodes_sylvanus	Ochlodes_sylvanus_6333	EH	Pfam:PF00561:158-460:cov=0.611	OG0008228
Ochlodes_sylvanus	Ochlodes_sylvanus_6409	UGT	Pfam:PF00201:104-509:cov=0.746	OG0005770
Ochlodes_sylvanus	Ochlodes_sylvanus_6588	Nuclear_receptor_LBD	Pfam:PF00104:179-363:cov=0.394	OG0001039
Ochlodes_sylvanus	Ochlodes_sylvanus_6589	Nuclear_receptor_LBD	Pfam:PF00104:211-396:cov=0.399	OG0001039
Ochlodes_sylvanus	Ochlodes_sylvanus_6590	Nuclear_receptor_LBD	Pfam:PF00104:154-339:cov=0.455	OG0001039
Ochlodes_sylvanus	Ochlodes_sylvanus_6699	Keap1_BTB	Pfam:PF00651:50-185:cov=0.364	OG0001360
Ochlodes_sylvanus	Ochlodes_sylvanus_6815	CYP	Pfam:PF00067:36-462:cov=0.826	OG0000058
Ochlodes_sylvanus	Ochlodes_sylvanus_6816	CYP	Pfam:PF00067:36-502:cov=0.866	OG0000058
Ochlodes_sylvanus	Ochlodes_sylvanus_6896	ABC_NBD	Pfam:PF00005:64-187:cov=0.419	OG0011553
Ochlodes_sylvanus	Ochlodes_sylvanus_7110	EH	Pfam:PF00561:65-318:cov=0.760	OG0004150
Ochlodes_sylvanus	Ochlodes_sylvanus_7167	CCE	Pfam:PF00135:51-582:cov=0.897	OG0005926
Ochlodes_sylvanus	Ochlodes_sylvanus_7170	CYP	Pfam:PF00067:44-506:cov=0.887	OG0002891
Ochlodes_sylvanus	Ochlodes_sylvanus_74	CYP	Pfam:PF00067:44-483:cov=0.859	OG0000248
Ochlodes_sylvanus	Ochlodes_sylvanus_7467	CYP	Pfam:PF00067:40-463:cov=0.846	OG0003690
Ochlodes_sylvanus	Ochlodes_sylvanus_7468	CYP	Pfam:PF00067:40-299:cov=0.544	OG0003690
Ochlodes_sylvanus	Ochlodes_sylvanus_7486	CYP	Pfam:PF00067:34-472:cov=0.873	OG0002244
Ochlodes_sylvanus	Ochlodes_sylvanus_7508	CCE	Pfam:PF00135:165-407:cov=0.572	OG0007335
Ochlodes_sylvanus	Ochlodes_sylvanus_7509	CCE	Pfam:PF00135:24-535:cov=0.686	OG0007335
Ochlodes_sylvanus	Ochlodes_sylvanus_785	UGT	Pfam:PF00201:28-505:cov=0.914	OG0000608
Ochlodes_sylvanus	Ochlodes_sylvanus_798	UGT	Pfam:PF00201:17-501:cov=0.945	OG0000608
Ochlodes_sylvanus	Ochlodes_sylvanus_8194	Catalase	Pfam:PF00199:60-435:cov=0.695	OG0005564
Ochlodes_sylvanus	Ochlodes_sylvanus_8195	Catalase	Pfam:PF00199:31-406:cov=0.734	OG0005564
Ochlodes_sylvanus	Ochlodes_sylvanus_82	CCE	Pfam:PF00135:27-521:cov=0.920	OG0000051
Ochlodes_sylvanus	Ochlodes_sylvanus_824	UGT	Pfam:PF00201:39-524:cov=0.905	OG0000608
Ochlodes_sylvanus	Ochlodes_sylvanus_8257	CYP	Pfam:PF00067:32-485:cov=0.887	OG0000045
Ochlodes_sylvanus	Ochlodes_sylvanus_8345	CCE	Pfam:PF00135:22-525:cov=0.942	OG0010651
Ochlodes_sylvanus	Ochlodes_sylvanus_8378	ABC_NBD	Pfam:PF00005:46-190:cov=0.725	OG0004909
Ochlodes_sylvanus	Ochlodes_sylvanus_8412	CYP	Pfam:PF00067:32-493:cov=0.931	OG0001139
Ochlodes_sylvanus	Ochlodes_sylvanus_8413	CYP	Pfam:PF00067:32-384:cov=0.806	OG0001139
Ochlodes_sylvanus	Ochlodes_sylvanus_8465	CYP	Pfam:PF00067:61-534:cov=0.840	OG0007818
Ochlodes_sylvanus	Ochlodes_sylvanus_85	CCE	Pfam:PF00135:29-531:cov=0.911	OG0000051
Ochlodes_sylvanus	Ochlodes_sylvanus_8508	Nuclear_receptor_LBD	Pfam:PF00104:232-400:cov=0.385	OG0002235
Ochlodes_sylvanus	Ochlodes_sylvanus_8596	EH	Pfam:PF00561:72-346:cov=0.714	OG0000119
Ochlodes_sylvanus	Ochlodes_sylvanus_8613	Thioredoxin	Pfam:PF00085:27-121:cov=0.760	OG0002684
Ochlodes_sylvanus	Ochlodes_sylvanus_8614	Thioredoxin	Pfam:PF00085:31-122:cov=0.548	
Ochlodes_sylvanus	Ochlodes_sylvanus_8740	GST_C	Pfam:PF00043:86-144:cov=0.351	OG0006975
Ochlodes_sylvanus	Ochlodes_sylvanus_876	CYP	Pfam:PF00067:86-516:cov=0.804	OG0002920
Ochlodes_sylvanus	Ochlodes_sylvanus_877	CYP	Pfam:PF00067:72-502:cov=0.826	OG0002920
Ochlodes_sylvanus	Ochlodes_sylvanus_878	CYP	Pfam:PF00067:56-486:cov=0.852	OG0002920
Ochlodes_sylvanus	Ochlodes_sylvanus_8827	SULT	Pfam:PF00685:63-116:cov=0.365	OG0000084
Ochlodes_sylvanus	Ochlodes_sylvanus_8828	SULT	Pfam:PF00685:25-227:cov=0.760	OG0000084
Ochlodes_sylvanus	Ochlodes_sylvanus_9089	CCE	Pfam:PF00135:32-532:cov=0.911	OG0000051
Ochlodes_sylvanus	Ochlodes_sylvanus_9328	ABC_TMD	Pfam:PF00664:2-160:cov=0.941	OG0005978
Ochlodes_sylvanus	Ochlodes_sylvanus_9329	ABC_TMD	Pfam:PF00664:4-275:cov=0.764	OG0005978
Ochlodes_sylvanus	Ochlodes_sylvanus_9330	ABC_TMD	Pfam:PF00664:4-275:cov=0.467	OG0005978
Ochlodes_sylvanus	Ochlodes_sylvanus_9456	CCE	Pfam:PF00135:9-180:cov=0.925	OG0004627
Ochlodes_sylvanus	Ochlodes_sylvanus_9457	CCE	Pfam:PF00135:10-505:cov=0.359	OG0004627
Ochlodes_sylvanus	Ochlodes_sylvanus_9458	CCE	Pfam:PF00135:54-594:cov=0.559	OG0004627
Ochlodes_sylvanus	Ochlodes_sylvanus_9461	CCE	Pfam:PF00135:154-754:cov=0.568	OG0005242
Ochlodes_sylvanus	Ochlodes_sylvanus_9670	CYP	Pfam:PF00067:41-331:cov=0.829	OG0000103
Ochlodes_sylvanus	Ochlodes_sylvanus_9671	CYP	Pfam:PF00067:41-493:cov=0.901	OG0000103
Ochlodes_sylvanus	Ochlodes_sylvanus_9672	CYP	Pfam:PF00067:34-477:cov=0.886	OG0000103
Ochlodes_sylvanus	Ochlodes_sylvanus_9676	CYP	Pfam:PF00067:35-482:cov=0.892	OG0000103
Ochlodes_sylvanus	Ochlodes_sylvanus_9677	CYP	Pfam:PF00067:34-473:cov=0.878	OG0000103
Ochlodes_sylvanus	Ochlodes_sylvanus_9683	CYP	Pfam:PF00067:34-483:cov=0.909	OG0000103
Ochlodes_sylvanus	Ochlodes_sylvanus_9684	CYP	Pfam:PF00067:34-476:cov=0.906	OG0000103
Ochlodes_sylvanus	Ochlodes_sylvanus_9694	SOD_CuZn	Pfam:PF00080:61-196:cov=0.680	OG0006913
Ochlodes_sylvanus	Ochlodes_sylvanus_9695	SOD_CuZn	Pfam:PF00080:36-171:cov=0.777	OG0006913
Ochlodes_sylvanus	Ochlodes_sylvanus_9895	Thioredoxin	Pfam:PF00085:26-123:cov=0.450	OG0004096
Ochlodes_sylvanus	Ochlodes_sylvanus_9933	bHLH	Pfam:PF00010:36-91:cov=0.583	OG0006458
Ochlodes_sylvanus	Ochlodes_sylvanus_9937	CYP	Pfam:PF00067:14-403:cov=0.909	OG0008790
Ochlodes_sylvanus	Ochlodes_sylvanus_9957	CYP	Pfam:PF00067:28-530:cov=0.933	OG0003887
Ochropleura_plecta	Ochropleura_plecta_10003	CYP	Pfam:PF00067:294-497:cov=0.384	OG0009014
Ochropleura_plecta	Ochropleura_plecta_10094	CCE	Pfam:PF00135:19-494:cov=0.847	OG0004715
Ochropleura_plecta	Ochropleura_plecta_10189	Keap1_BTB	Pfam:PF00651:128-228:cov=0.363	OG0007551
Ochropleura_plecta	Ochropleura_plecta_10195	UGT	Pfam:PF00201:30-509:cov=0.927	OG0000005
Ochropleura_plecta	Ochropleura_plecta_10196	UGT	Pfam:PF00201:28-504:cov=0.928	OG0000005
Ochropleura_plecta	Ochropleura_plecta_10200	UGT	Pfam:PF00201:30-508:cov=0.923	OG0000005
Ochropleura_plecta	Ochropleura_plecta_10207	UGT	Pfam:PF00201:31-505:cov=0.917	OG0000005
Ochropleura_plecta	Ochropleura_plecta_10213	UGT	Pfam:PF00201:32-493:cov=0.895	OG0000005
Ochropleura_plecta	Ochropleura_plecta_10221	UGT	Pfam:PF00201:30-482:cov=0.384	OG0000005
Ochropleura_plecta	Ochropleura_plecta_10223	UGT	Pfam:PF00201:30-509:cov=0.927	OG0000005
Ochropleura_plecta	Ochropleura_plecta_10225	UGT	Pfam:PF00201:34-511:cov=0.916	OG0000005
Ochropleura_plecta	Ochropleura_plecta_10230	Nuclear_receptor_DBD	Pfam:PF00105:48-117:cov=0.530	OG0006579
Ochropleura_plecta	Ochropleura_plecta_10234	UGT	Pfam:PF00201:27-504:cov=0.921	OG0000005
Ochropleura_plecta	Ochropleura_plecta_10236	UGT	Pfam:PF00201:31-504:cov=0.919	OG0000005
Ochropleura_plecta	Ochropleura_plecta_10239	UGT	Pfam:PF00201:7-482:cov=0.960	OG0000005
Ochropleura_plecta	Ochropleura_plecta_10240	UGT	Pfam:PF00201:32-510:cov=0.918	OG0000005
Ochropleura_plecta	Ochropleura_plecta_10244	UGT	Pfam:PF00201:30-507:cov=0.921	OG0000005
Ochropleura_plecta	Ochropleura_plecta_10248	UGT	Pfam:PF00201:30-513:cov=0.940	OG0000005
Ochropleura_plecta	Ochropleura_plecta_10253	Nuclear_receptor_LBD	Pfam:PF00104:72-270:cov=0.696	OG0006579
Ochropleura_plecta	Ochropleura_plecta_10255	UGT	Pfam:PF00201:27-505:cov=0.926	OG0000005
Ochropleura_plecta	Ochropleura_plecta_10260	UGT	Pfam:PF00201:30-506:cov=0.924	OG0000005
Ochropleura_plecta	Ochropleura_plecta_10261	UGT	Pfam:PF00201:32-510:cov=0.925	OG0000005
Ochropleura_plecta	Ochropleura_plecta_10263	UGT	Pfam:PF00201:32-456:cov=0.859	OG0000005
Ochropleura_plecta	Ochropleura_plecta_10271	UGT	Pfam:PF00201:31-506:cov=0.919	OG0000005
Ochropleura_plecta	Ochropleura_plecta_10272	UGT	Pfam:PF00201:32-515:cov=0.924	OG0000005
Ochropleura_plecta	Ochropleura_plecta_10289	EH	Pfam:PF00561:32-156:cov=0.403	OG0000097
Ochropleura_plecta	Ochropleura_plecta_10349	UGT	Pfam:PF00201:96-504:cov=0.787	OG0000238
Ochropleura_plecta	Ochropleura_plecta_10358	EH	Pfam:PF00561:28-283:cov=0.831	OG0000097
Ochropleura_plecta	Ochropleura_plecta_10362	UGT	Pfam:PF00201:88-506:cov=0.807	OG0000238
Ochropleura_plecta	Ochropleura_plecta_10390	UGT	Pfam:PF00201:100-508:cov=0.791	OG0000238
Ochropleura_plecta	Ochropleura_plecta_10398	UGT	Pfam:PF00201:49-504:cov=0.891	OG0000238
Ochropleura_plecta	Ochropleura_plecta_10406	EH	Pfam:PF00561:28-160:cov=0.433	OG0000097
Ochropleura_plecta	Ochropleura_plecta_10445	CYP	Pfam:PF00067:31-490:cov=0.929	OG0001139
Ochropleura_plecta	Ochropleura_plecta_10451	CYP	Pfam:PF00067:34-498:cov=0.899	OG0000058
Ochropleura_plecta	Ochropleura_plecta_10466	CYP	Pfam:PF00067:34-494:cov=0.890	OG0000058
Ochropleura_plecta	Ochropleura_plecta_10469	CYP	Pfam:PF00067:46-498:cov=0.876	OG0000058
Ochropleura_plecta	Ochropleura_plecta_10480	CYP	Pfam:PF00067:32-456:cov=0.912	OG0000058
Ochropleura_plecta	Ochropleura_plecta_10490	CYP	Pfam:PF00067:33-475:cov=0.886	OG0000103
Ochropleura_plecta	Ochropleura_plecta_10497	CYP	Pfam:PF00067:45-503:cov=0.888	OG0000058
Ochropleura_plecta	Ochropleura_plecta_10499	CYP	Pfam:PF00067:27-463:cov=0.924	OG0000103
Ochropleura_plecta	Ochropleura_plecta_10517	CYP	Pfam:PF00067:34-495:cov=0.915	OG0000103
